Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,5,10637296,1,60,0.12067627906799316,1.0013210773468018,211,277,66,211,206,206,0,206,0.75,min,False
2,96372106,5,10637297,1,60,0.007978439331054688,0.5634920597076416,238,295,57,238,238,238,0,238,0.75,min,False
3,96372106,5,10637298,1,60,0.026926517486572266,0.367018461227417,185,239,54,185,179,179,0,179,0.75,min,False
4,96372106,5,10637299,1,60,0.050864219665527344,0.6552467346191406,195,254,59,195,193,193,0,193,0.75,min,False
5,96372106,5,10637300,1,60,6.961375951766968,10.759215354919434,272,324,52,272,230,232,2,230,0.75,min,False
6,96372106,5,10637301,1,60,0.009973764419555664,0.35804247856140137,159,194,35,159,159,159,0,159,0.75,min,False
7,96372106,5,10637302,1,60,0.4168846607208252,1.4351603984832764,182,240,58,182,167,167,0,167,0.75,min,False
8,96372106,5,10637303,1,60,0.0059833526611328125,0.3091709613800049,166,207,41,166,166,166,0,166,0.75,min,False
9,96372106,5,10637304,1,60,0.0029916763305664062,0.08477258682250977,108,134,26,108,108,108,0,108,0.75,min,False
10,96372106,5,10637305,1,60,0.01795172691345215,0.6961371898651123,198,251,53,198,198,198,0,198,0.75,min,False
