Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,4,10637296,4,60,0.17482972145080566,47,80,33,63,59,64,5,63,0.25,uniform,False
2,96372106,4,10637297,4,60,0.027474403381347656,34,51,17,42,42,42,0,42,0.25,uniform,False
3,96372106,4,10637298,4,60,0.8815689086914062,50,94,44,72,67,75,8,72,0.25,uniform,False
4,96372106,4,10637299,4,60,0.07701659202575684,41,86,45,67,51,77,26,67,0.25,uniform,False
5,96372106,4,10637300,4,60,5.361824989318848,65,102,37,81,75,92,17,81,0.25,uniform,False
6,96372106,4,10637301,4,60,0.21755647659301758,51,84,33,67,67,67,0,67,0.25,uniform,False
7,96372106,4,10637302,4,60,6.780987977981567,56,110,54,87,71,90,19,85,0.25,uniform,False
8,96372106,4,10637303,4,60,0.02142930030822754,38,72,34,63,55,65,10,63,0.25,uniform,False
9,96372106,4,10637304,4,60,0.05663180351257324,34,65,31,43,43,52,9,43,0.25,uniform,False
10,96372106,4,10637305,4,60,4.915879726409912,52,90,38,71,68,71,3,69,0.25,uniform,False
11,96372106,4,10637306,4,60,0.06087923049926758,28,61,33,42,34,46,12,41,0.25,uniform,False
12,96372106,4,10637307,4,60,0.24333524703979492,55,99,44,80,71,94,23,80,0.25,uniform,False
13,96372106,4,10637308,4,60,1.0912182331085205,53,96,43,70,68,70,2,70,0.25,uniform,False
14,96372106,4,10637309,4,60,15.442579746246338,53,83,30,66,62,68,6,66,0.25,uniform,False
15,96372106,4,10637310,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,False
16,96372106,4,10637311,4,60,0.10806775093078613,39,82,43,64,52,73,21,64,0.25,uniform,False
17,96372106,4,10637312,4,60,0.02749800682067871,40,69,29,51,45,61,16,51,0.25,uniform,False
18,96372106,4,10637313,4,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.25,uniform,False
19,96372106,4,10637314,4,60,49.314921140670776,55,91,36,69,64,75,11,68,0.25,uniform,False
20,96372106,4,10637315,4,60,0.1750349998474121,46,84,38,70,65,76,11,70,0.25,uniform,False
21,96372106,4,10637316,4,60,16.76026153564453,51,89,38,72,65,77,12,72,0.25,uniform,False
22,96372106,4,10637317,4,60,0.1334686279296875,34,71,37,53,48,60,12,53,0.25,uniform,False
23,96372106,4,10637318,4,60,2.447382926940918,46,89,43,60,56,64,8,57,0.25,uniform,False
24,96372106,4,10637319,4,60,2.416731357574463,54,86,32,69,65,73,8,69,0.25,uniform,False
25,96372106,4,10637320,4,60,0.06975388526916504,32,60,28,43,39,48,9,43,0.25,uniform,False
26,96372106,4,10637321,4,60,0.009430170059204102,31,65,34,53,49,59,10,53,0.25,uniform,False
27,96372106,4,10637322,4,60,0.5564615726470947,34,70,36,49,45,49,4,49,0.25,uniform,False
28,96372106,4,10637323,4,60,2.6021697521209717,51,84,33,64,63,68,5,64,0.25,uniform,False
29,96372106,4,10637324,4,60,0.016962051391601562,35,67,32,52,38,59,21,52,0.25,uniform,False
30,96372106,4,10637325,4,60,0.38303399085998535,35,60,25,46,43,57,14,46,0.25,uniform,False
31,96372106,4,10637326,4,60,0.8387939929962158,56,88,32,77,70,84,14,77,0.25,uniform,False
32,96372106,4,10637327,4,60,0.57839035987854,47,77,30,67,54,70,16,67,0.25,uniform,False
33,96372106,4,10637328,4,60,0.13696765899658203,50,96,46,75,65,77,12,75,0.25,uniform,False
34,96372106,4,10637329,4,60,0.018565654754638672,41,70,29,57,49,64,15,57,0.25,uniform,False
35,96372106,4,10637330,4,60,0.030095815658569336,31,58,27,40,33,53,20,40,0.25,uniform,False
36,96372106,4,10637331,4,60,0.07236647605895996,31,58,27,45,43,48,5,45,0.25,uniform,False
37,96372106,4,10637332,4,60,0.4779953956604004,29,58,29,41,32,51,19,41,0.25,uniform,False
38,96372106,4,10637333,4,60,0.04001951217651367,41,66,25,54,53,56,3,54,0.25,uniform,False
39,96372106,4,10637334,4,60,0.012621879577636719,33,71,38,48,46,50,4,48,0.25,uniform,False
40,96372106,4,10637335,4,60,0.009873390197753906,19,33,14,28,19,33,14,28,0.25,uniform,False
41,96372106,4,10637336,4,60,9.379648208618164,67,112,45,98,90,98,8,96,0.25,uniform,False
42,96372106,4,10637337,4,60,0.4785125255584717,35,64,29,50,43,60,17,50,0.25,uniform,False
43,96372106,4,10637338,4,60,0.09898042678833008,45,91,46,70,53,85,32,70,0.25,uniform,False
44,96372106,4,10637339,4,60,6.088425636291504,40,63,23,56,53,59,6,56,0.25,uniform,False
45,96372106,4,10637340,4,60,0.12437891960144043,44,82,38,64,54,80,26,64,0.25,uniform,False
46,96372106,4,10637341,4,60,0.012538671493530273,34,65,31,51,47,52,5,51,0.25,uniform,False
47,96372106,4,10637342,4,60,0.642674446105957,35,62,27,52,45,55,10,52,0.25,uniform,False
48,96372106,4,10637343,4,60,0.03720712661743164,33,60,27,49,40,55,15,49,0.25,uniform,False
49,96372106,4,10637344,4,60,20.50965666770935,44,77,33,62,57,71,14,62,0.25,uniform,False
50,96372106,4,10637345,4,60,0.15086936950683594,55,100,45,81,78,88,10,81,0.25,uniform,False
