Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Communication
1,96372106,11,10637296,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
2,96372106,11,10637297,2,60,4.826077938079834,92,132,40,110,111,111,0,111,0.75,uniform,True
3,96372106,11,10637298,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
4,96372106,11,10637299,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
5,96372106,11,10637300,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
6,96372106,11,10637301,2,60,60.10650873184204,84,128,44,104,100,106,6,102,0.75,uniform,True
7,96372106,11,10637302,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
8,96372106,11,10637303,2,60,0.30620670318603516,75,114,39,93,86,90,4,89,0.75,uniform,True
9,96372106,11,10637304,2,60,0.1386275291442871,63,90,27,76,77,77,0,77,0.75,uniform,True
10,96372106,11,10637305,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
11,96372106,11,10637306,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
12,96372106,11,10637307,2,60,44.28117108345032,99,136,37,122,105,109,4,109,0.75,uniform,True
13,96372106,11,10637308,2,60,36.036625623703,97,142,45,120,120,122,2,122,0.75,uniform,True
14,96372106,11,10637309,2,60,5.414457082748413,104,133,29,115,114,115,1,115,0.75,uniform,True
15,96372106,11,10637310,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
16,96372106,11,10637311,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
17,96372106,11,10637312,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
18,96372106,11,10637313,2,60,21.401744604110718,101,134,33,114,113,113,0,113,0.75,uniform,True
19,96372106,11,10637314,2,60,45.891932010650635,99,136,37,118,111,118,7,112,0.75,uniform,True
20,96372106,11,10637315,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
21,96372106,11,10637316,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
22,96372106,11,10637317,2,60,13.57764220237732,90,132,42,113,115,116,1,115,0.75,uniform,True
23,96372106,11,10637318,2,60,0.08080887794494629,74,115,41,95,92,93,1,93,0.75,uniform,True
24,96372106,11,10637319,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
25,96372106,11,10637320,2,60,5.9281392097473145,80,118,38,99,95,95,0,95,0.75,uniform,True
26,96372106,11,10637321,2,60,20.732767820358276,84,122,38,108,102,103,1,103,0.75,uniform,True
27,96372106,11,10637322,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
28,96372106,11,10637323,2,60,7.631561517715454,95,131,36,115,109,113,4,113,0.75,uniform,True
29,96372106,11,10637324,2,60,14.518128633499146,85,112,27,98,92,94,2,93,0.75,uniform,True
30,96372106,11,10637325,2,60,48.90355658531189,84,114,30,100,99,101,2,100,0.75,uniform,True
31,96372106,11,10637326,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
32,96372106,11,10637327,2,60,0.4746725559234619,77,119,42,89,85,87,2,85,0.75,uniform,True
33,96372106,11,10637328,2,60,2.0545260906219482,93,129,36,113,115,117,2,116,0.75,uniform,True
34,96372106,11,10637329,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
35,96372106,11,10637330,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
36,96372106,11,10637331,2,60,6.61826753616333,76,106,30,89,81,84,3,83,0.75,uniform,True
37,96372106,11,10637332,2,60,1.341416597366333,69,93,24,80,74,76,2,76,0.75,uniform,True
38,96372106,11,10637333,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
39,96372106,11,10637334,2,60,0.5963578224182129,95,134,39,112,112,113,1,112,0.75,uniform,True
40,96372106,11,10637335,2,60,13.636492729187012,85,117,32,106,103,106,3,105,0.75,uniform,True
41,96372106,11,10637336,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
42,96372106,11,10637337,2,60,1.2197742462158203,74,105,31,88,88,90,2,88,0.75,uniform,True
43,96372106,11,10637338,2,60,38.491008043289185,91,130,39,111,111,112,1,111,0.75,uniform,True
44,96372106,11,10637339,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
45,96372106,11,10637340,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
46,96372106,11,10637341,2,60,0.9932861328125,78,110,32,98,96,96,0,96,0.75,uniform,True
47,96372106,11,10637342,2,60,20.995821237564087,90,134,44,112,102,108,6,105,0.75,uniform,True
48,96372106,11,10637343,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
49,96372106,11,10637344,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
50,96372106,11,10637345,2,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,uniform,True
