Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Communication
1,96372106,13,10637296,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,True
2,96372106,13,10637297,1,60,14.597340106964111,92,115,23,104,102,105,3,104,0.5,True
3,96372106,13,10637298,1,60,5.344293832778931,97,114,17,110,107,111,4,109,0.5,True
4,96372106,13,10637299,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,True
5,96372106,13,10637300,1,60,3.5364761352539062,104,125,21,116,113,116,3,115,0.5,True
6,96372106,13,10637301,1,60,0.6285264492034912,78,100,22,90,88,92,4,90,0.5,True
7,96372106,13,10637302,1,60,8.57892370223999,110,129,19,121,124,126,2,125,0.5,True
8,96372106,13,10637303,1,60,0.27463293075561523,83,108,25,95,90,94,4,92,0.5,True
9,96372106,13,10637304,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,True
10,96372106,13,10637305,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,True
11,96372106,13,10637306,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,True
12,96372106,13,10637307,1,60,5.63039493560791,91,114,23,105,101,105,4,104,0.5,True
13,96372106,13,10637308,1,60,5.822090148925781,100,124,24,112,106,111,5,109,0.5,True
14,96372106,13,10637309,1,60,4.3051276206970215,106,124,18,117,114,121,7,116,0.5,True
15,96372106,13,10637310,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,True
16,96372106,13,10637311,1,60,0.3393104076385498,99,125,26,106,104,115,11,107,0.5,True
17,96372106,13,10637312,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,True
18,96372106,13,10637313,1,60,0.977741003036499,98,119,21,110,106,112,6,108,0.5,True
19,96372106,13,10637314,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,True
20,96372106,13,10637315,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,True
21,96372106,13,10637316,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,True
22,96372106,13,10637317,1,60,0.7477967739105225,84,106,22,99,92,99,7,96,0.5,True
23,96372106,13,10637318,1,60,0.45696330070495605,80,100,20,93,91,94,3,93,0.5,True
24,96372106,13,10637319,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,True
25,96372106,13,10637320,1,60,0.2317523956298828,74,91,17,85,82,85,3,85,0.5,True
26,96372106,13,10637321,1,60,1.9500362873077393,90,115,25,102,105,106,1,105,0.5,True
27,96372106,13,10637322,1,60,4.153640270233154,92,112,20,100,97,102,5,99,0.5,True
28,96372106,13,10637323,1,60,5.824147939682007,103,121,18,113,108,110,2,109,0.5,True
29,96372106,13,10637324,1,60,3.2894420623779297,82,97,15,90,88,91,3,91,0.5,True
30,96372106,13,10637325,1,60,6.511798143386841,82,105,23,98,93,99,6,97,0.5,True
31,96372106,13,10637326,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,True
32,96372106,13,10637327,1,60,7.937373399734497,83,102,19,94,90,93,3,92,0.5,True
33,96372106,13,10637328,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,True
34,96372106,13,10637329,1,60,2.8317513465881348,98,126,28,106,108,115,7,109,0.5,True
35,96372106,13,10637330,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,True
36,96372106,13,10637331,1,60,0.7061042785644531,74,92,18,81,79,81,2,80,0.5,True
37,96372106,13,10637332,1,60,0.14358758926391602,67,83,16,72,70,73,3,72,0.5,True
38,96372106,13,10637333,1,60,0.5038104057312012,87,111,24,100,97,101,4,100,0.5,True
39,96372106,13,10637334,1,60,0.7203683853149414,92,114,22,103,102,104,2,102,0.5,True
40,96372106,13,10637335,1,60,0.45275259017944336,71,90,19,78,76,83,7,79,0.5,True
41,96372106,13,10637336,1,60,35.38399863243103,122,144,22,135,133,139,6,137,0.5,True
42,96372106,13,10637337,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,True
43,96372106,13,10637338,1,60,15.349628925323486,89,113,24,101,100,103,3,101,0.5,True
44,96372106,13,10637339,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,True
45,96372106,13,10637340,1,60,38.4111111164093,95,118,23,113,112,114,2,114,0.5,True
46,96372106,13,10637341,1,60,0.36481308937072754,73,92,19,83,84,87,3,84,0.5,True
47,96372106,13,10637342,1,60,0.5073590278625488,92,111,19,99,96,101,5,98,0.5,True
48,96372106,13,10637343,1,60,1.5830957889556885,72,96,24,86,82,87,5,85,0.5,True
49,96372106,13,10637344,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,True
50,96372106,13,10637345,1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,True
