Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication,Min SIC,Max SIC
1,96372106,7,10637296,0,60,0.010109663009643555,0.0018606185913085938,39,39,0,39,39,39,0,39,0.0,max,Min Best Case,True,39,39
2,96372106,7,10637297,0,60,0.00545811653137207,0.0014164447784423828,36,36,0,36,36,36,0,36,0.0,max,Min Best Case,True,36,36
3,96372106,7,10637298,0,60,0.0013248920440673828,0.0016012191772460938,38,38,0,38,38,38,0,38,0.0,max,Min Best Case,True,38,38
4,96372106,7,10637299,0,60,0.0034210681915283203,0.0015788078308105469,49,49,0,49,49,49,0,49,0.0,max,Min Best Case,True,49,49
5,96372106,7,10637300,0,60,0.0030715465545654297,0.001634836196899414,51,51,0,51,51,51,0,51,0.0,max,Min Best Case,True,51,51
6,96372106,7,10637301,0,60,0.005269289016723633,0.0025103092193603516,33,33,0,33,33,33,0,33,0.0,max,Min Best Case,True,33,33
7,96372106,7,10637302,0,60,0.0039746761322021484,0.0019762516021728516,50,50,0,50,50,50,0,50,0.0,max,Min Best Case,True,50,50
8,96372106,7,10637303,0,60,0.00650787353515625,0.0018093585968017578,38,38,0,38,38,38,0,38,0.0,max,Min Best Case,True,38,38
9,96372106,7,10637304,0,60,0.002147197723388672,0.0015709400177001953,32,32,0,32,32,32,0,32,0.0,max,Min Best Case,True,32,32
10,96372106,7,10637305,0,60,0.01816725730895996,0.0014767646789550781,37,37,0,37,37,37,0,37,0.0,max,Min Best Case,True,35,35
11,96372106,7,10637306,0,60,0.00553584098815918,0.001969575881958008,39,39,0,39,39,39,0,39,0.0,max,Min Best Case,True,39,39
12,96372106,7,10637307,0,60,0.003710031509399414,0.0019614696502685547,43,43,0,43,43,43,0,43,0.0,max,Min Best Case,True,43,43
13,96372106,7,10637308,0,60,0.0077550411224365234,0.0015485286712646484,46,46,0,46,46,46,0,46,0.0,max,Min Best Case,True,46,46
14,96372106,7,10637309,0,60,0.0013871192932128906,0.0015058517456054688,37,37,0,37,37,37,0,37,0.0,max,Min Best Case,True,37,37
15,96372106,7,10637310,0,60,0.004258394241333008,0.0019452571868896484,47,47,0,47,47,47,0,47,0.0,max,Min Best Case,True,47,47
16,96372106,7,10637311,0,60,0.004340171813964844,0.0017542839050292969,42,42,0,42,42,42,0,42,0.0,max,Min Best Case,True,42,42
17,96372106,7,10637312,0,60,0.006733417510986328,0.0012888908386230469,31,31,0,31,31,31,0,31,0.0,max,Min Best Case,True,29,29
18,96372106,7,10637313,0,60,0.010142087936401367,0.001905679702758789,43,43,0,43,43,43,0,43,0.0,max,Min Best Case,True,43,43
19,96372106,7,10637314,0,60,0.01819920539855957,0.0016188621520996094,46,46,0,46,46,46,0,46,0.0,max,Min Best Case,True,45,45
20,96372106,7,10637315,0,60,0.023621082305908203,0.0020706653594970703,54,54,0,54,54,54,0,54,0.0,max,Min Best Case,True,54,54
21,96372106,7,10637316,0,60,0.011284351348876953,0.0017619132995605469,49,49,0,49,49,49,0,49,0.0,max,Min Best Case,True,49,49
22,96372106,7,10637317,0,60,0.002801656723022461,0.0016486644744873047,43,43,0,43,43,43,0,43,0.0,max,Min Best Case,True,43,43
23,96372106,7,10637318,0,60,0.0016069412231445312,0.0013794898986816406,30,30,0,30,30,30,0,30,0.0,max,Min Best Case,True,30,30
24,96372106,7,10637319,0,60,0.43209147453308105,0.001987457275390625,49,49,0,49,49,49,0,49,0.0,max,Min Best Case,True,47,47
25,96372106,7,10637320,0,60,0.001047372817993164,0.0010924339294433594,28,28,0,28,28,28,0,28,0.0,max,Min Best Case,True,28,28
26,96372106,7,10637321,0,60,0.006325483322143555,0.0012073516845703125,33,33,0,33,33,33,0,33,0.0,max,Min Best Case,True,32,32
27,96372106,7,10637322,0,60,0.009909629821777344,0.002039670944213867,44,44,0,44,44,44,0,44,0.0,max,Min Best Case,True,43,43
28,96372106,7,10637323,0,60,0.0066606998443603516,0.002184152603149414,45,45,0,45,45,45,0,45,0.0,max,Min Best Case,True,45,45
29,96372106,7,10637324,0,60,0.007013082504272461,0.001554250717163086,33,33,0,33,33,33,0,33,0.0,max,Min Best Case,True,32,32
30,96372106,7,10637325,0,60,0.0031299591064453125,0.002149343490600586,34,34,0,34,34,34,0,34,0.0,max,Min Best Case,True,34,34
31,96372106,7,10637326,0,60,0.004304409027099609,0.001622915267944336,45,45,0,45,45,45,0,45,0.0,max,Min Best Case,True,45,45
32,96372106,7,10637327,0,60,0.0018448829650878906,0.0014462471008300781,36,36,0,36,36,36,0,36,0.0,max,Min Best Case,True,36,36
33,96372106,7,10637328,0,60,0.019899606704711914,0.002180814743041992,45,45,0,45,45,45,0,45,0.0,max,Min Best Case,True,44,44
34,96372106,7,10637329,0,60,0.004511117935180664,0.001789093017578125,40,40,0,40,40,40,0,40,0.0,max,Min Best Case,True,40,40
35,96372106,7,10637330,0,60,0.003045320510864258,0.0016658306121826172,41,41,0,41,41,41,0,41,0.0,max,Min Best Case,True,41,41
36,96372106,7,10637331,0,60,0.0021581649780273438,0.0023603439331054688,30,30,0,30,30,30,0,30,0.0,max,Min Best Case,True,30,30
37,96372106,7,10637332,0,60,0.0017714500427246094,0.001241922378540039,31,31,0,31,31,31,0,31,0.0,max,Min Best Case,True,31,31
38,96372106,7,10637333,0,60,0.0016613006591796875,0.0010805130004882812,31,31,0,31,31,31,0,31,0.0,max,Min Best Case,True,31,31
39,96372106,7,10637334,0,60,0.0018336772918701172,0.0012903213500976562,40,40,0,40,40,40,0,40,0.0,max,Min Best Case,True,40,40
40,96372106,7,10637335,0,60,0.0012357234954833984,0.002141237258911133,30,30,0,30,30,30,0,30,0.0,max,Min Best Case,True,30,30
41,96372106,7,10637336,0,60,0.003122568130493164,0.0021920204162597656,55,55,0,55,55,55,0,55,0.0,max,Min Best Case,True,55,55
42,96372106,7,10637337,0,60,0.0021898746490478516,0.0018157958984375,28,28,0,28,28,28,0,28,0.0,max,Min Best Case,True,28,28
43,96372106,7,10637338,0,60,0.002797842025756836,0.0018482208251953125,41,41,0,41,41,41,0,41,0.0,max,Min Best Case,True,41,41
44,96372106,7,10637339,0,60,0.005193471908569336,0.002233266830444336,44,44,0,44,44,44,0,44,0.0,max,Min Best Case,True,42,42
45,96372106,7,10637340,0,60,0.0018465518951416016,0.0015101432800292969,34,34,0,34,34,34,0,34,0.0,max,Min Best Case,True,34,34
46,96372106,7,10637341,0,60,0.0013883113861083984,0.001516580581665039,39,39,0,39,39,39,0,39,0.0,max,Min Best Case,True,39,39
47,96372106,7,10637342,0,60,0.0032134056091308594,0.0016164779663085938,36,36,0,36,36,36,0,36,0.0,max,Min Best Case,True,36,36
48,96372106,7,10637343,0,60,0.0021300315856933594,0.0013439655303955078,30,30,0,30,30,30,0,30,0.0,max,Min Best Case,True,30,30
49,96372106,7,10637344,0,60,0.11763119697570801,0.001432657241821289,35,35,0,35,35,35,0,35,0.0,max,Min Best Case,True,34,34
50,96372106,7,10637345,0,60,0.002300739288330078,0.0019350051879882812,50,50,0,50,50,50,0,50,0.0,max,Min Best Case,True,50,50
