Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication,Min SIC,Max SIC
1,96372106,7,10637296,0,60,0.010109663009643555,0.002101898193359375,39,39,0,39,39,39,0,39,1.0,min,Min Best Case,True,39,39
2,96372106,7,10637297,0,60,0.00545811653137207,0.0015423297882080078,36,36,0,36,36,36,0,36,1.0,min,Min Best Case,True,36,36
3,96372106,7,10637298,0,60,0.0013248920440673828,0.001649618148803711,38,38,0,38,38,38,0,38,1.0,min,Min Best Case,True,38,38
4,96372106,7,10637299,0,60,0.0034210681915283203,0.0015740394592285156,49,49,0,49,49,49,0,49,1.0,min,Min Best Case,True,49,49
5,96372106,7,10637300,0,60,0.0030715465545654297,0.0019032955169677734,51,51,0,51,51,51,0,51,1.0,min,Min Best Case,True,51,51
6,96372106,7,10637301,0,60,0.005269289016723633,0.003055572509765625,33,33,0,33,33,33,0,33,1.0,min,Min Best Case,True,33,33
7,96372106,7,10637302,0,60,0.0039746761322021484,0.0024156570434570312,50,50,0,50,50,50,0,50,1.0,min,Min Best Case,True,50,50
8,96372106,7,10637303,0,60,0.00650787353515625,0.0019025802612304688,38,38,0,38,38,38,0,38,1.0,min,Min Best Case,True,38,38
9,96372106,7,10637304,0,60,0.002147197723388672,0.0015110969543457031,32,32,0,32,32,32,0,32,1.0,min,Min Best Case,True,32,32
10,96372106,7,10637305,0,60,0.01816725730895996,0.0017211437225341797,37,37,0,37,37,37,0,37,1.0,min,Min Best Case,True,35,35
11,96372106,7,10637306,0,60,0.00553584098815918,0.002191305160522461,39,39,0,39,39,39,0,39,1.0,min,Min Best Case,True,39,39
12,96372106,7,10637307,0,60,0.003710031509399414,0.001911163330078125,43,43,0,43,43,43,0,43,1.0,min,Min Best Case,True,43,43
13,96372106,7,10637308,0,60,0.0077550411224365234,0.0017032623291015625,46,46,0,46,46,46,0,46,1.0,min,Min Best Case,True,46,46
14,96372106,7,10637309,0,60,0.0013871192932128906,0.0022923946380615234,37,37,0,37,37,37,0,37,1.0,min,Min Best Case,True,37,37
15,96372106,7,10637310,0,60,0.004258394241333008,0.002069711685180664,47,47,0,47,47,47,0,47,1.0,min,Min Best Case,True,47,47
16,96372106,7,10637311,0,60,0.004340171813964844,0.0019178390502929688,42,42,0,42,42,42,0,42,1.0,min,Min Best Case,True,42,42
17,96372106,7,10637312,0,60,0.006733417510986328,0.001760721206665039,31,31,0,31,31,31,0,31,1.0,min,Min Best Case,True,29,29
18,96372106,7,10637313,0,60,0.010142087936401367,0.0018277168273925781,43,43,0,43,43,43,0,43,1.0,min,Min Best Case,True,43,43
19,96372106,7,10637314,0,60,0.01819920539855957,0.0016908645629882812,46,46,0,46,46,46,0,46,1.0,min,Min Best Case,True,45,45
20,96372106,7,10637315,0,60,0.023621082305908203,0.002187013626098633,54,54,0,54,54,54,0,54,1.0,min,Min Best Case,True,54,54
21,96372106,7,10637316,0,60,0.011284351348876953,0.0016736984252929688,49,49,0,49,49,49,0,49,1.0,min,Min Best Case,True,49,49
22,96372106,7,10637317,0,60,0.002801656723022461,0.001819610595703125,43,43,0,43,43,43,0,43,1.0,min,Min Best Case,True,43,43
23,96372106,7,10637318,0,60,0.0016069412231445312,0.0014507770538330078,30,30,0,30,30,30,0,30,1.0,min,Min Best Case,True,30,30
24,96372106,7,10637319,0,60,0.43209147453308105,0.0018448829650878906,49,49,0,49,49,49,0,49,1.0,min,Min Best Case,True,47,47
25,96372106,7,10637320,0,60,0.001047372817993164,0.0011289119720458984,28,28,0,28,28,28,0,28,1.0,min,Min Best Case,True,28,28
26,96372106,7,10637321,0,60,0.006325483322143555,0.0012614727020263672,33,33,0,33,33,33,0,33,1.0,min,Min Best Case,True,32,32
27,96372106,7,10637322,0,60,0.009909629821777344,0.0017969608306884766,44,44,0,44,44,44,0,44,1.0,min,Min Best Case,True,43,43
28,96372106,7,10637323,0,60,0.0066606998443603516,0.0023806095123291016,45,45,0,45,45,45,0,45,1.0,min,Min Best Case,True,45,45
29,96372106,7,10637324,0,60,0.007013082504272461,0.0016512870788574219,33,33,0,33,33,33,0,33,1.0,min,Min Best Case,True,32,32
30,96372106,7,10637325,0,60,0.0031299591064453125,0.0014843940734863281,34,34,0,34,34,34,0,34,1.0,min,Min Best Case,True,34,34
31,96372106,7,10637326,0,60,0.004304409027099609,0.0017228126525878906,45,45,0,45,45,45,0,45,1.0,min,Min Best Case,True,45,45
32,96372106,7,10637327,0,60,0.0018448829650878906,0.0013604164123535156,36,36,0,36,36,36,0,36,1.0,min,Min Best Case,True,36,36
33,96372106,7,10637328,0,60,0.019899606704711914,0.0016298294067382812,45,45,0,45,45,45,0,45,1.0,min,Min Best Case,True,44,44
34,96372106,7,10637329,0,60,0.004511117935180664,0.0017757415771484375,40,40,0,40,40,40,0,40,1.0,min,Min Best Case,True,40,40
35,96372106,7,10637330,0,60,0.003045320510864258,0.0017752647399902344,41,41,0,41,41,41,0,41,1.0,min,Min Best Case,True,41,41
36,96372106,7,10637331,0,60,0.0021581649780273438,0.0013039112091064453,30,30,0,30,30,30,0,30,1.0,min,Min Best Case,True,30,30
37,96372106,7,10637332,0,60,0.0017714500427246094,0.0013382434844970703,31,31,0,31,31,31,0,31,1.0,min,Min Best Case,True,31,31
38,96372106,7,10637333,0,60,0.0016613006591796875,0.0011713504791259766,31,31,0,31,31,31,0,31,1.0,min,Min Best Case,True,31,31
39,96372106,7,10637334,0,60,0.0018336772918701172,0.002075672149658203,40,40,0,40,40,40,0,40,1.0,min,Min Best Case,True,40,40
40,96372106,7,10637335,0,60,0.0012357234954833984,0.0020232200622558594,30,30,0,30,30,30,0,30,1.0,min,Min Best Case,True,30,30
41,96372106,7,10637336,0,60,0.003122568130493164,0.0030698776245117188,55,55,0,55,55,55,0,55,1.0,min,Min Best Case,True,55,55
42,96372106,7,10637337,0,60,0.0021898746490478516,0.0012824535369873047,28,28,0,28,28,28,0,28,1.0,min,Min Best Case,True,28,28
43,96372106,7,10637338,0,60,0.002797842025756836,0.0017850399017333984,41,41,0,41,41,41,0,41,1.0,min,Min Best Case,True,41,41
44,96372106,7,10637339,0,60,0.005193471908569336,0.0018644332885742188,44,44,0,44,44,44,0,44,1.0,min,Min Best Case,True,42,42
45,96372106,7,10637340,0,60,0.0018465518951416016,0.0016150474548339844,34,34,0,34,34,34,0,34,1.0,min,Min Best Case,True,34,34
46,96372106,7,10637341,0,60,0.0013883113861083984,0.0016274452209472656,39,39,0,39,39,39,0,39,1.0,min,Min Best Case,True,39,39
47,96372106,7,10637342,0,60,0.0032134056091308594,0.0014927387237548828,36,36,0,36,36,36,0,36,1.0,min,Min Best Case,True,36,36
48,96372106,7,10637343,0,60,0.0021300315856933594,0.0013709068298339844,30,30,0,30,30,30,0,30,1.0,min,Min Best Case,True,30,30
49,96372106,7,10637344,0,60,0.11763119697570801,0.0019278526306152344,35,35,0,35,35,35,0,35,1.0,min,Min Best Case,True,34,34
50,96372106,7,10637345,0,60,0.002300739288330078,0.001888275146484375,50,50,0,50,50,50,0,50,1.0,min,Min Best Case,True,50,50
