Experiment Number,Map Seed,Number of Agents,Agents Seed,Uncertainty,Timeout,initial time,octu Time,initial Min Cost,initial Max Cost,initial uncertainty,initial true cost,octu Min Cost,octu Max Cost,octu uncertainty,final true cost,Sensing Probability,Distribution,Objective,Communication,Min SIC,Max SIC
1,96372106,4,10637296,0,60,0.007978439331054688,0.01595783233642578,120,120,0,120,120,120,0,120,1.0,min,Min Worst Case,False,120,120
2,96372106,4,10637297,0,60,0.006981372833251953,0.006966590881347656,142,142,0,142,142,142,0,142,1.0,min,Min Worst Case,False,142,142
3,96372106,4,10637298,0,60,0.008975744247436523,0.007944107055664062,101,101,0,101,101,101,0,101,1.0,min,Min Worst Case,False,101,101
4,96372106,4,10637299,0,60,0.00498652458190918,0.004986763000488281,89,89,0,89,89,89,0,89,1.0,min,Min Worst Case,False,89,89
5,96372106,4,10637300,0,60,0.005956172943115234,0.008038043975830078,127,127,0,127,127,127,0,127,1.0,min,Min Worst Case,False,127,127
6,96372106,4,10637301,0,60,0.05186128616333008,0.008975744247436523,104,104,0,104,104,104,0,104,1.0,min,Min Worst Case,False,104,104
7,96372106,4,10637302,0,60,0.006011009216308594,0.010025978088378906,117,117,0,117,117,117,0,117,1.0,min,Min Worst Case,False,117,117
8,96372106,4,10637303,0,60,0.004987478256225586,0.0059473514556884766,82,82,0,82,82,82,0,82,1.0,min,Min Worst Case,False,82,82
9,96372106,4,10637304,0,60,0.003000497817993164,0.003998279571533203,68,68,0,68,68,68,0,68,1.0,min,Min Worst Case,False,68,68
10,96372106,4,10637305,0,60,0.004986763000488281,0.006978034973144531,130,130,0,130,130,130,0,130,1.0,min,Min Worst Case,False,130,130
11,96372106,4,10637306,0,60,0.0029888153076171875,0.003985881805419922,85,85,0,85,85,85,0,85,1.0,min,Min Worst Case,False,85,85
12,96372106,4,10637307,0,60,0.005983829498291016,0.008018016815185547,123,123,0,123,123,123,0,123,1.0,min,Min Worst Case,False,123,123
13,96372106,4,10637308,0,60,0.008976221084594727,0.010943889617919922,161,161,0,161,161,161,0,161,1.0,min,Min Worst Case,False,161,161
14,96372106,4,10637309,0,60,0.004986286163330078,0.007968902587890625,84,84,0,84,84,84,0,84,1.0,min,Min Worst Case,False,84,84
15,96372106,4,10637310,0,60,0.011967658996582031,0.0079803466796875,117,117,0,117,117,117,0,117,1.0,min,Min Worst Case,False,117,117
16,96372106,4,10637311,0,60,0.009973287582397461,0.007947683334350586,117,117,0,117,117,117,0,117,1.0,min,Min Worst Case,False,117,117
17,96372106,4,10637312,0,60,0.007977724075317383,0.007970333099365234,137,137,0,137,137,137,0,137,1.0,min,Min Worst Case,False,137,137
18,96372106,4,10637313,0,60,0.01896190643310547,0.008032560348510742,180,180,0,180,180,180,0,180,1.0,min,Min Worst Case,False,180,180
19,96372106,4,10637314,0,60,0.008024930953979492,0.009973526000976562,140,140,0,140,140,140,0,140,1.0,min,Min Worst Case,False,140,140
20,96372106,4,10637315,0,60,0.003988504409790039,0.004982709884643555,69,69,0,69,69,69,0,69,1.0,min,Min Worst Case,False,69,69
21,96372106,4,10637316,0,60,0.00797891616821289,0.010971784591674805,194,194,0,194,194,194,0,194,1.0,min,Min Worst Case,False,194,194
22,96372106,4,10637317,0,60,0.018924474716186523,0.008979082107543945,140,140,0,140,140,140,0,140,1.0,min,Min Worst Case,False,140,140
23,96372106,4,10637318,0,60,0.004993438720703125,0.0049860477447509766,81,81,0,81,81,81,0,81,1.0,min,Min Worst Case,False,81,81
24,96372106,4,10637319,0,60,0.003988742828369141,0.003991127014160156,74,74,0,74,74,74,0,74,1.0,min,Min Worst Case,False,74,74
25,96372106,4,10637320,0,60,0.006981849670410156,0.009977102279663086,123,123,0,123,123,123,0,123,1.0,min,Min Worst Case,False,123,123
26,96372106,4,10637321,0,60,0.008976221084594727,0.007981300354003906,131,131,0,131,131,131,0,131,1.0,min,Min Worst Case,False,131,131
27,96372106,4,10637322,0,60,0.024936676025390625,0.00897073745727539,117,117,0,117,117,117,0,117,1.0,min,Min Worst Case,False,117,117
28,96372106,4,10637323,0,60,0.013962984085083008,0.01000833511352539,149,149,0,149,149,149,0,149,1.0,min,Min Worst Case,False,149,149
29,96372106,4,10637324,0,60,0.43982386589050293,0.007020235061645508,107,107,0,107,107,107,0,107,1.0,min,Min Worst Case,False,99,99
30,96372106,4,10637325,0,60,0.010968923568725586,0.005982875823974609,112,112,0,112,112,112,0,112,1.0,min,Min Worst Case,False,112,112
31,96372106,4,10637326,0,60,0.004987001419067383,0.003986835479736328,91,91,0,91,91,91,0,91,1.0,min,Min Worst Case,False,91,91
32,96372106,4,10637327,0,60,0.006978034973144531,0.005984306335449219,102,102,0,102,102,102,0,102,1.0,min,Min Worst Case,False,101,101
33,96372106,4,10637328,0,60,0.004986763000488281,0.006933927536010742,103,103,0,103,103,103,0,103,1.0,min,Min Worst Case,False,103,103
34,96372106,4,10637329,0,60,0.008975028991699219,0.0029938220977783203,67,67,0,67,67,67,0,67,1.0,min,Min Worst Case,False,65,65
35,96372106,4,10637330,0,60,0.0069811344146728516,0.005983114242553711,86,86,0,86,86,86,0,86,1.0,min,Min Worst Case,False,86,86
36,96372106,4,10637331,0,60,0.004986763000488281,0.005041837692260742,80,80,0,80,80,80,0,80,1.0,min,Min Worst Case,False,80,80
37,96372106,4,10637332,0,60,0.003989219665527344,0.00498652458190918,96,96,0,96,96,96,0,96,1.0,min,Min Worst Case,False,96,96
38,96372106,4,10637333,0,60,0.004007101058959961,0.0049860477447509766,88,88,0,88,88,88,0,88,1.0,min,Min Worst Case,False,88,88
39,96372106,4,10637334,0,60,0.019946575164794922,0.007978677749633789,146,146,0,146,146,146,0,146,1.0,min,Min Worst Case,False,146,146
